Class,Description,GroupValue,Renewal Prob,Number of Months from First Unlock
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,1,0.5,12.990099
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,2,0.457627,13.691358
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,3,0.46789,13.098039
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,4,0.37931,13.333333
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,5,0.5,12.695652
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,6,0.564103,12.590909
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,7,0.434783,13
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,8,0.5,13.5
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,9,0.421053,13
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,10,0.533333,13.125
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,11,0.6,12.444444
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,12,0.684211,13.384615
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,13,0.785714,14.363636
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,14,0.6,12.416667
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,15,0.611111,14.545455
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,16,0.714286,14.6
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,17,0.692308,12.444444
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,18,0.5,12.4
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,19,0.6,13
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,20,0.555556,12.5
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,21,0.4,12
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,22,0.5625,13.444444
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,23,0.5,13.307692
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,24,0.478261,12.090909
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,25,0.285714,14.166667
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,26,0.457143,13.5
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,27,0.457143,13.125
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,28,0.585366,12.75
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,29,0.390244,14.125
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,30,0.416667,12.3
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,31,0.565217,12.461538
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,32,0.55,12.454545
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,33,0.631579,13
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,34,0.5625,12.666667
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,35,0.571429,12
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,36,0.5,12
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,37,0.428571,14
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,38,0.5,14.333333
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,39,0.6,16.166667
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,40,0.615385,12.5
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,41,0.666667,12.25
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,42,0.571429,12.25
pregnancy_guide_views,Number of 'Guide views: Pregnancy' events recorded for the employee during the observation window.,43,0.5,12
